sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
S01 - T01 Launch application,1,1151,1151,1151,1151,1151,0.0,0.8688097306689835,180.30177562988706
S02 - T01 Launch the application,1,1240,1240,1240,1240,1240,0.0,0.8064516129032258,78.68258568548387
S03 - T01 - Launch,300,377,362,444,295,1247,0.0,0.9853737686933615,96.14055782009046
S03 - T02 - Login,300,1278,1226,1431,1041,5482,0.0,0.9867512202823424,15.574136700608166
"S03 - T03 - Click on book ""Ballet""",300,658,563,909,331,3816,0.0033333333333333335,0.9865208369642781,17.228963419396315
S01 - T02  Login to the application,1,2713,2713,2713,2713,2713,0.0,0.36859565057132326,46.02586216826391
S01 - T03  Click on school admin,1,1299,1299,1299,1299,1299,0.0,0.7698229407236336,5.7030047151655126
S02 - T02 Login to the application,1,2433,2433,2433,2433,2433,0.0,0.4110152075626798,6.927051222770243
S02 - T03 Click Search after selecting book,1,593,593,593,593,593,0.0,1.6863406408094435,6.257904721753794
S01 - T04  Click Y3 Tab,1,439,439,439,439,439,0.0,2.277904328018223,71.87188567767653
S01 - T05  Click create pupil,1,477,477,477,477,477,0.0,2.0964360587002098,5.11415749475891
S03 - T04 - Click on Read Book,300,3566,3430,4695,1524,11611,0.006666666666666667,0.9745290588323192,1224.9110190254466
S01 - T06  Navigate to myclass,1,1184,1184,1184,1184,1184,0.0,0.8445945945945946,73.40962177998311
S01 - T07  Click on create class,1,454,454,454,454,454,0.0,2.2026431718061676,3.2803035517621146
S02 - T04 Select class in allocation pop up,1,567,567,567,567,567,0.0,1.763668430335097,5.063657407407407
S01 - T08  Click on Y3/P4,1,434,434,434,434,434,0.0,2.304147465437788,14.439174107142858
S02 - T05 Click allocate button in popup,1,1593,1593,1593,1593,1593,0.0,0.6277463904582549,3.272986307281858
S03 - T05 - Click on Next Page,300,2180,2069,2878,710,11952,0.01,0.9758223743059463,702.0456330881444
S01 - T09  Create class,1,2531,2531,2531,2531,2531,0.0,0.3951007506914263,67.14590638581588
S01 - T10  Logout,1,494,494,494,494,494,0.0,2.0242914979757085,24.419993041497975
S03 - T06 - Click on Bug Head - page 1,300,1624,1551,2377,475,7072,0.0,0.9764385380762208,514.2297672272238
S02 - T06 Click on my class tab,1,1270,1270,1270,1270,1270,0.0,0.7874015748031495,12.488465797244094
S02 - T07 Click student,1,578,578,578,578,578,0.0,1.7301038062283738,2.855347102076125
S03 - T07 - Click on Back to  Book,300,230,195,348,0,1013,0.0033333333333333335,0.9798189947710326,0.5728624023855327
S02 - T08 Click change link,1,650,650,650,650,650,0.0,1.5384615384615385,12.671274038461538
S03 - T08 - Click on Bug Head - page 2,300,2700,2580,3559,781,7766,0.0,0.9658414088406684,831.9280665716252
S02 - T09 Select one book and click deallocate,1,2752,2752,2752,2752,2752,0.0,0.3633720930232558,6.156389103379361
S02 - T10 Logout,1,578,578,578,578,578,0.0,1.7301038062283738,7.785467128027682
S03 - T09 - Click on Back to Book,300,178,163,242,0,590,0.0033333333333333335,0.9741999383006706,0.5695771566351134
S03 - T10 - Click on Bug Head- page 3,300,2397,2275,3201,980,6770,0.0,0.9667190843236834,744.5049257861843
S03 - T11 - Click on Back to Book,300,145,132,204,0,516,0.0033333333333333335,0.9731034214316298,0.5689360654833729
S03 - T12 - Click on Bug Head - page 4,300,2411,2169,3106,788,15373,0.0,0.9676482921007644,644.4169465454956
S03 - T13 - Click on Back to Book,300,153,142,207,0,566,0.0033333333333333335,0.9710183392997015,0.567716998323375
S03 - T14 - Click on Bug Head - page 5,300,2801,2679,3609,800,12424,0.0,0.9587697067123466,812.9477816565783
S03 - T15 - Click on Back to Book,300,166,159,230,0,477,0.0033333333333333335,0.9655958209012871,0.5645466608087186
S03 - T16 - Click on Bug Head - page 6,300,2506,2320,3336,802,9465,0.0,0.9612457745237828,734.8874328629904
S03 - T17 - Click on Back to Book,300,177,158,234,0,1254,0.0033333333333333335,0.9642333701884754,0.563750088388059
S03 - T18 - Click on Bug Head - page 7,300,2303,2187,3082,753,6993,0.0033333333333333335,0.9491958728963447,697.1670964909019
S03 - T19 - Click on Back to Book,300,164,143,246,0,518,0.0033333333333333335,0.9510494831046059,0.5560357860106961
S03 - T20 - Click on Close Book,300,473,454,535,132,871,0.0033333333333333335,0.949267956194448,1.8028860415684438
S03 - T21 - Click on Smiley,300,457,439,519,90,694,0.0033333333333333335,0.9495473824143825,0.5580414546670254
S03 - T22 - Click on Finish Button,300,935,911,1032,827,1685,0.0,0.9484876364636587,2.653863466785544
S03 - T23 - Click on Books I have Read,300,537,500,670,413,1668,0.0,0.9500435436624178,2.026867800451271
S03 - T24 -Logout,300,539,520,613,478,926,0.0,0.9504107358396721,4.276934937257051
TOTAL,7220,1206,575,2857,0,15373,0.00221606648199446,15.70644181655224,4762.138637629328
