timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,grpThreads,allThreads,Latency,Encoding,SampleCount,ErrorCount,IdleTime
1389956583494,543,S01 - T01 Launch application,200,"Number of samples in transaction : 1, number of failing samples : 0",S01-BugClub-Admin Scenario 1-1,,true,,211928,1,3,0,ISO-8859-1,1,0,340
1389956583585,611,S03 - T01 - Launch,200,"Number of samples in transaction : 1, number of failing samples : 0",S03-BugClub-Pupil Scenario 3-1,,true,,95416,1,3,0,ISO-8859-1,1,0,251
1389956583497,640,S02 - T01 Launch the application,200,"Number of samples in transaction : 2, number of failing samples : 0",S02-BugClub-Teacher Scenario 2-1,,true,,99346,1,3,0,ISO-8859-1,1,0,419
1389956585261,234,S03 - T01 - Launch,200,"Number of samples in transaction : 1, number of failing samples : 0",S03-BugClub-Pupil Scenario 3-2,,true,,95415,2,4,0,ISO-8859-1,1,0,23
1389956584447,1649,S03 - T02 - Login,200,"Number of samples in transaction : 10, number of failing samples : 0",S03-BugClub-Pupil Scenario 3-1,,true,,33867,2,4,0,ISO-8859-1,1,0,99
1389956585518,1174,S03 - T02 - Login,200,"Number of samples in transaction : 10, number of failing samples : 0",S03-BugClub-Pupil Scenario 3-2,,true,,34600,2,4,0,ISO-8859-1,1,0,14
1389956586195,519,"S03 - T03 - Click on book ""Ballet""",200,"Number of samples in transaction : 2, number of failing samples : 0",S03-BugClub-Pupil Scenario 3-1,,true,,17912,3,5,0,ISO-8859-1,1,0,14
1389956586714,232,S03 - T01 - Launch,200,"Number of samples in transaction : 1, number of failing samples : 0",S03-BugClub-Pupil Scenario 3-3,,true,,95415,3,5,0,ISO-8859-1,1,0,28
1389956586707,517,"S03 - T03 - Click on book ""Ballet""",200,"Number of samples in transaction : 2, number of failing samples : 0",S03-BugClub-Pupil Scenario 3-2,,true,,17909,3,5,0,ISO-8859-1,1,0,11
1389956584379,3164,S01 - T02  Login to the application,200,"Number of samples in transaction : 5, number of failing samples : 0",S01-BugClub-Admin Scenario 1-1,,true,,123710,1,5,0,ISO-8859-1,1,0,85
