sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
S01 - T01 Launch application,1,543,543,543,543,543,0.0,1.8416206261510129,381.14353130755063
S03 - T01 - Launch,200,213,199,278,160,611,0.0,0.658308345045736,61.34099801396601
S02 - T01 Launch the application,1,640,640,640,640,640,0.0,1.5625,151.5899658203125
S03 - T02 - Login,200,1320,1240,1474,1065,6279,0.015,0.6574600346481438,20.820093175441563
"S03 - T03 - Click on book ""Ballet""",197,543,517,599,458,1889,0.0,0.6500534561725381,11.370515363287488
S01 - T02  Login to the application,1,3164,3164,3164,3164,3164,0.0,0.31605562579013907,38.182852994627055
S01 - T03  Click on school admin,1,1350,1350,1350,1350,1350,0.0,0.7407407407407407,5.48755787037037
S02 - T02 Login to the application,1,2412,2412,2412,2412,2412,0.0,0.41459369817578773,6.021730540008292
S02 - T03 Click Search after selecting book,1,487,487,487,487,487,0.0,2.053388090349076,1.3014149127310062
S01 - T04  Click Y3 Tab,1,451,451,451,451,451,0.0,2.2172949002217295,42.589817766075384
S03 - T04 - Click on Read Book,197,720,698,797,606,1469,0.0,0.6497575777565223,817.3109174785201
S01 - T05  Click create pupil,1,629,629,629,629,629,0.0,1.589825119236884,3.87054103736089
S01 - T06  Navigate to myclass,1,1124,1124,1124,1124,1124,0.0,0.889679715302491,73.71482984875445
S01 - T07  Click on create class,1,433,433,433,433,433,0.0,2.3094688221709005,3.439394486143187
S02 - T04 Select class in allocation pop up,1,880,880,880,880,880,0.0,1.1363636363636362,3.786399147727273
S01 - T08  Click on Y3/P4,1,440,440,440,440,440,0.0,2.2727272727272725,9.710138494318182
S03 - T05 - Click on Next Page,197,196,191,212,176,310,0.0,0.6527804470717661,470.7184504292777
S02 - T05 Click allocate button in popup,1,1813,1813,1813,1813,1813,0.0,0.5515719801434088,1.4333330460562603
S03 - T06 - Click on Bug Head - page 1,197,296,297,310,238,335,0.0,0.6538572599729828,344.49851564859654
S01 - T09  Create class,1,2785,2785,2785,2785,2785,0.0,0.3590664272890485,55.92845320915619
S01 - T10  Logout,1,505,505,505,505,505,0.0,1.9801980198019802,23.888072400990097
S02 - T06 Click on my class tab,1,1218,1218,1218,1218,1218,0.0,0.8210180623973727,19.488755901067325
S02 - T07 Click student,1,515,515,515,515,515,0.0,1.941747572815534,2.831083131067961
S03 - T07 - Click on Back to  Book,197,260,183,399,91,2025,0.0,0.654189469209925,0.38011985759756384
S02 - T08 Click change link,1,519,519,519,519,519,0.0,1.9267822736030829,14.385010236030828
S03 - T08 - Click on Bug Head - page 2,197,326,323,371,275,431,0.0,0.6541764350372914,563.6860742035734
S02 - T09 Select one book and click deallocate,1,2921,2921,2921,2921,2921,0.0,0.34234851078397804,2.8454376711742557
S02 - T10 Logout,1,497,497,497,497,497,0.0,2.012072434607646,9.056290870221329
S03 - T09 - Click on Back to Book,197,235,162,340,91,1759,0.0,0.6554955146804377,0.3808787414402933
S03 - T10 - Click on Bug Head- page 3,197,335,324,388,276,491,0.0,0.6553406939958152,504.91248553447684
S03 - T11 - Click on Back to Book,197,171,127,224,91,1870,0.0,0.6558774274955803,0.38110065367174834
S03 - T12 - Click on Bug Head - page 4,197,266,260,296,217,424,0.0,0.6556547728006443,436.9100283614371
S03 - T13 - Click on Back to Book,197,179,138,231,91,1271,0.0,0.6559211030129087,0.3811260315358209
S03 - T14 - Click on Bug Head - page 5,197,320,317,351,281,386,0.0,0.6552861970781554,555.8714738606918
S03 - T15 - Click on Back to Book,197,187,155,225,91,1852,0.0,0.6558381245027116,0.38107781648350914
S03 - T16 - Click on Bug Head - page 6,197,310,304,354,269,406,0.0,0.6567651814438833,502.3188960114851
S03 - T17 - Click on Back to Book,197,211,163,265,91,1712,0.0,0.6565397356511075,0.3814854909300869
S03 - T18 - Click on Bug Head - page 7,197,282,275,325,252,391,0.0,0.6492329493960816,477.53239084359086
S03 - T19 - Click on Back to Book,197,200,153,300,93,1524,0.0,0.6496397302511171,0.37747621044864715
S03 - T20 - Click on Close Book,197,481,449,533,415,2240,0.0,0.6492714646839168,1.2478121590912836
S03 - T21 - Click on Smiley,197,465,435,508,404,1342,0.0,0.6494512631332562,0.38180630899044943
S03 - T22 - Click on Finish Button,197,957,900,1029,829,2286,0.0,0.6485639411617525,1.7991984463683712
S03 - T23 - Click on Books I have Read,197,505,477,629,406,911,0.0,0.6496397302511171,0.996828317449587
S03 - T24 -Logout,197,542,514,608,476,1706,0.0,0.6498818996344826,2.9245651956078538
TOTAL,4754,400,307,807,91,6279,6.310475389145982E-4,10.909599943088331,3307.6797192510608
