timeStamp,elapsed,label,responseCode,responseMessage,dataType,success,failureMessage,bytes,grpThreads,allThreads,Latency,Encoding,SampleCount,ErrorCount,IdleTime
1390222803992,988,S01 - T01 Launch application,200,"Number of samples in transaction : 1, number of failing samples : 0",,true,,212508,1,3,0,ISO-8859-1,1,0,300
1390222804064,1075,S03 - T01 - Launch,200,"Number of samples in transaction : 2, number of failing samples : 0",,true,,99908,1,3,0,ISO-8859-1,1,0,241
1390222803999,1085,S02 - T01 Launch the application,200,"Number of samples in transaction : 2, number of failing samples : 0",,true,,99910,1,3,0,ISO-8859-1,1,0,315
1390222805281,2459,S01 - T02  Login to the application,200,"Number of samples in transaction : 5, number of failing samples : 0",,true,,127566,1,3,0,ISO-8859-1,1,0,9
1390222807750,1246,S01 - T03  Click on school admin,200,"Number of samples in transaction : 3, number of failing samples : 0",,true,,7586,1,3,0,ISO-8859-1,1,0,5
1390222805380,4517,S03 - T02 - Login,200,"Number of samples in transaction : 10, number of failing samples : 0",,true,,16501,1,3,0,ISO-8859-1,1,0,13
1390222809910,493,"S03 - T03 - Click on book ""Ballet""",200,"Number of samples in transaction : 2, number of failing samples : 0",,true,,17882,2,4,0,ISO-8859-1,1,0,9
1390222810131,480,S03 - T01 - Launch,200,"Number of samples in transaction : 2, number of failing samples : 0",,true,,99910,2,4,0,ISO-8859-1,1,0,21
1390222805399,2268,S02 - T02 Login to the application,200,"Number of samples in transaction : 13, number of failing samples : 0",,true,,14870,1,4,0,ISO-8859-1,1,0,4863
1390222812530,542,S02 - T03 Click Search after selecting book,200,"Number of samples in transaction : 1, number of failing samples : 0",,true,,649,1,4,0,ISO-8859-1,1,0,630
1390222809001,495,S01 - T04  Click Y3 Tab,200,"Number of samples in transaction : 1, number of failing samples : 0",,true,,31557,1,4,0,ISO-8859-1,1,0,4525
1390222810632,4190,S03 - T02 - Login,200,"Number of samples in transaction : 10, number of failing samples : 0",,true,,16417,2,4,0,ISO-8859-1,1,0,3
1390222814825,696,"S03 - T03 - Click on book ""Ballet""",200,"Number of samples in transaction : 2, number of failing samples : 0",,true,,17882,2,4,0,ISO-8859-1,1,0,10
1390222816185,398,S03 - T01 - Launch,200,"Number of samples in transaction : 2, number of failing samples : 0",,true,,99910,3,5,0,ISO-8859-1,1,0,19
1390222814021,435,S01 - T05  Click create pupil,200,"Number of samples in transaction : 3, number of failing samples : 0",,true,,2494,1,5,0,ISO-8859-1,1,0,4854
1390222819310,1071,S01 - T06  Navigate to myclass,200,"Number of samples in transaction : 2, number of failing samples : 0",,true,,88686,1,5,0,ISO-8859-1,1,0,5
1390222816602,4596,S03 - T02 - Login,200,"Number of samples in transaction : 10, number of failing samples : 0",,true,,16444,3,5,0,ISO-8859-1,1,0,2
1390222821204,470,"S03 - T03 - Click on book ""Ballet""",200,"Number of samples in transaction : 2, number of failing samples : 0",,true,,17881,3,5,0,ISO-8859-1,1,0,7
1390222820386,452,S01 - T07  Click on create class,200,"Number of samples in transaction : 1, number of failing samples : 0",,true,,1525,1,6,0,ISO-8859-1,1,0,1766
1390222822230,445,S03 - T01 - Launch,200,"Number of samples in transaction : 2, number of failing samples : 0",,true,,99909,4,6,0,ISO-8859-1,1,0,21
1390222810412,3223,S03 - T04 - Click on Read Book,200,"Number of samples in transaction : 12, number of failing samples : 0",,true,,1287795,4,6,0,ISO-8859-1,1,0,9309
