timeStamp,elapsed,label,responseCode,responseMessage,dataType,success,failureMessage,bytes,grpThreads,allThreads,Latency,Encoding,SampleCount,ErrorCount,IdleTime
1381759080698,1017,S01 - T01 Launch application,200,"Number of samples in transaction : 1, number of failing samples : 0",,true,,212510,1,3,0,ISO-8859-1,1,0,293
1381759080705,1099,S02 - T01 Launch the application,200,"Number of samples in transaction : 2, number of failing samples : 0",,true,,99909,1,3,0,ISO-8859-1,1,0,417
1381759080803,1209,S03 - T01 - Launch,200,"Number of samples in transaction : 2, number of failing samples : 0",,true,,99908,1,3,0,ISO-8859-1,1,0,208
1381759082221,901,S03 - T02 - Login,200,"Number of samples in transaction : 10, number of failing samples : 0",,true,,16243,1,3,0,ISO-8859-1,1,0,17
1381759083139,461,"S03 - T03 - Click on book ""Ballet""",200,"Number of samples in transaction : 2, number of failing samples : 0",,true,,17882,1,3,0,ISO-8859-1,1,0,8
1381759083825,391,S03 - T01 - Launch,200,"Number of samples in transaction : 2, number of failing samples : 0",,true,,99908,2,4,0,ISO-8859-1,1,0,20
1381759082127,2438,S01 - T02  Login to the application,200,"Number of samples in transaction : 5, number of failing samples : 0",,true,,81805,1,4,0,ISO-8859-1,1,0,14
1381759084236,998,S03 - T02 - Login,200,"Number of samples in transaction : 10, number of failing samples : 0",,true,,16173,2,4,0,ISO-8859-1,1,0,1
1381759085235,486,"S03 - T03 - Click on book ""Ballet""",200,"Number of samples in transaction : 2, number of failing samples : 0",,true,,18485,2,4,0,ISO-8859-1,1,0,8
1381759084579,1309,S01 - T03  Click on school admin,200,"Number of samples in transaction : 3, number of failing samples : 0",,true,,7586,1,4,0,ISO-8859-1,1,0,5
1381759086875,414,S03 - T01 - Launch,200,"Number of samples in transaction : 2, number of failing samples : 0",,true,,99910,3,5,0,ISO-8859-1,1,0,19
1381759087308,973,S03 - T02 - Login,200,"Number of samples in transaction : 10, number of failing samples : 0",,true,,15377,3,5,0,ISO-8859-1,1,0,3
1381759088284,467,"S03 - T03 - Click on book ""Ballet""",200,"Number of samples in transaction : 2, number of failing samples : 0",,true,,17882,3,5,0,ISO-8859-1,1,0,7
1381759082220,2294,S02 - T02 Login to the application,200,"Number of samples in transaction : 13, number of failing samples : 0",,true,,19368,1,5,0,ISO-8859-1,1,0,4653
1381759089911,380,S03 - T01 - Launch,200,"Number of samples in transaction : 2, number of failing samples : 0",,true,,99909,4,6,0,ISO-8859-1,1,0,19
1381759089167,528,S02 - T03 Click Search after selecting book,200,"Number of samples in transaction : 1, number of failing samples : 0",,true,,3797,1,6,0,ISO-8859-1,1,0,997
1381759085893,440,S01 - T04  Click Y3 Tab,200,"Number of samples in transaction : 1, number of failing samples : 0",,true,,25587,1,6,0,ISO-8859-1,1,0,4524
1381759090310,958,S03 - T02 - Login,200,"Number of samples in transaction : 10, number of failing samples : 0",,true,,16429,4,6,0,ISO-8859-1,1,0,1
1381759091269,471,"S03 - T03 - Click on book ""Ballet""",200,"Number of samples in transaction : 2, number of failing samples : 0",,true,,17878,4,6,0,ISO-8859-1,1,0,17
1381759092946,333,S03 - T01 - Launch,200,"Number of samples in transaction : 2, number of failing samples : 0",,true,,99909,5,7,0,ISO-8859-1,1,0,17
1381759093296,989,S03 - T02 - Login,200,"Number of samples in transaction : 10, number of failing samples : 0",,true,,15663,5,7,0,ISO-8859-1,1,0,3
1381759083608,916,S03 - T04 - Click on Read Book,200,"Number of samples in transaction : 12, number of failing samples : 0",,true,,1287828,5,7,0,ISO-8859-1,1,0,9806
1381759094288,475,"S03 - T03 - Click on book ""Ballet""",200,"Number of samples in transaction : 2, number of failing samples : 0",,true,,17882,5,7,0,ISO-8859-1,1,0,9
1381759085730,832,S03 - T04 - Click on Read Book,200,"Number of samples in transaction : 12, number of failing samples : 0",,true,,1288108,5,7,0,ISO-8859-1,1,0,9335
