timeStamp,elapsed,label,responseCode,responseMessage,dataType,success,failureMessage,bytes,grpThreads,allThreads,Latency,Encoding,SampleCount,ErrorCount,IdleTime
1381752327273,851,S01 - T01 Launch application,200,"Number of samples in transaction : 1, number of failing samples : 0",,true,,212510,1,3,0,ISO-8859-1,1,0,323
1381752327281,922,S02 - T01 Launch the application,200,"Number of samples in transaction : 2, number of failing samples : 0",,true,,99909,1,3,0,ISO-8859-1,1,0,337
1381752327363,972,S03 - T01 - Launch,200,"Number of samples in transaction : 2, number of failing samples : 0",,true,,99910,1,3,0,ISO-8859-1,1,0,256
1381752328606,904,S03 - T02 - Login,200,"Number of samples in transaction : 10, number of failing samples : 0",,true,,15928,1,3,0,ISO-8859-1,1,0,6
1381752329520,469,"S03 - T03 - Click on book ""Ballet""",200,"Number of samples in transaction : 2, number of failing samples : 0",,true,,17882,1,3,0,ISO-8859-1,1,0,9
1381752330401,356,S03 - T01 - Launch,200,"Number of samples in transaction : 2, number of failing samples : 0",,true,,99908,2,4,0,ISO-8859-1,1,0,23
1381752328505,2522,S01 - T02  Login to the application,200,"Number of samples in transaction : 5, number of failing samples : 0",,true,,76178,1,4,0,ISO-8859-1,1,0,8
1381752330796,1056,S03 - T02 - Login,200,"Number of samples in transaction : 10, number of failing samples : 0",,true,,16443,2,4,0,ISO-8859-1,1,0,1
1381752331041,1280,S01 - T03  Click on school admin,200,"Number of samples in transaction : 3, number of failing samples : 0",,true,,7586,1,4,0,ISO-8859-1,1,0,6
1381752331856,481,"S03 - T03 - Click on book ""Ballet""",200,"Number of samples in transaction : 2, number of failing samples : 0",,true,,17882,2,4,0,ISO-8859-1,1,0,15
1381752333446,475,S03 - T01 - Launch,200,"Number of samples in transaction : 2, number of failing samples : 0",,true,,99910,3,5,0,ISO-8859-1,1,0,19
1381752333955,1067,S03 - T02 - Login,200,"Number of samples in transaction : 10, number of failing samples : 0",,true,,15600,3,5,0,ISO-8859-1,1,0,2
1381752335028,485,"S03 - T03 - Click on book ""Ballet""",200,"Number of samples in transaction : 2, number of failing samples : 0",,true,,17882,3,5,0,ISO-8859-1,1,0,7
1381752328555,2395,S02 - T02 Login to the application,200,"Number of samples in transaction : 13, number of failing samples : 0",,true,,20282,1,5,0,ISO-8859-1,1,0,4664
1381752336463,512,S03 - T01 - Launch,200,"Number of samples in transaction : 2, number of failing samples : 0",,true,,99909,4,6,0,ISO-8859-1,1,0,20
1381752335626,523,S02 - T03 Click Search after selecting book,200,"Number of samples in transaction : 1, number of failing samples : 0",,true,,4786,1,6,0,ISO-8859-1,1,0,943
1381752332395,494,S01 - T04  Click Y3 Tab,200,"Number of samples in transaction : 1, number of failing samples : 0",,true,,11412,1,6,0,ISO-8859-1,1,0,4546
1381752337009,918,S03 - T02 - Login,200,"Number of samples in transaction : 10, number of failing samples : 0",,true,,16280,4,6,0,ISO-8859-1,1,0,3
1381752337933,470,"S03 - T03 - Click on book ""Ballet""",200,"Number of samples in transaction : 2, number of failing samples : 0",,true,,17881,4,6,0,ISO-8859-1,1,0,8
1381752339500,336,S03 - T01 - Launch,200,"Number of samples in transaction : 2, number of failing samples : 0",,true,,99909,5,7,0,ISO-8859-1,1,0,18
1381752329999,925,S03 - T04 - Click on Read Book,200,"Number of samples in transaction : 12, number of failing samples : 0",,true,,1287792,5,7,0,ISO-8859-1,1,0,9199
1381752339869,1004,S03 - T02 - Login,200,"Number of samples in transaction : 10, number of failing samples : 0",,true,,16140,5,7,0,ISO-8859-1,1,0,2
1381752340879,482,"S03 - T03 - Click on book ""Ballet""",200,"Number of samples in transaction : 2, number of failing samples : 0",,true,,17882,5,7,0,ISO-8859-1,1,0,7
1381752342504,345,S03 - T01 - Launch,200,"Number of samples in transaction : 2, number of failing samples : 0",,true,,99908,6,8,0,ISO-8859-1,1,0,18
1381752337478,536,S01 - T05  Click create pupil,200,"Number of samples in transaction : 3, number of failing samples : 0",,true,,2493,1,8,0,ISO-8859-1,1,0,4970
1381752332396,914,S03 - T04 - Click on Read Book,200,"Number of samples in transaction : 12, number of failing samples : 0",,true,,1287794,6,8,0,ISO-8859-1,1,0,9924
1381752342880,1049,S03 - T02 - Login,200,"Number of samples in transaction : 10, number of failing samples : 0",,true,,16007,6,8,0,ISO-8859-1,1,0,3
1381752342986,1080,S01 - T06  Navigate to myclass,200,"Number of samples in transaction : 2, number of failing samples : 0",,true,,36708,1,8,0,ISO-8859-1,1,0,3
1381752343941,484,"S03 - T03 - Click on book ""Ballet""",200,"Number of samples in transaction : 2, number of failing samples : 0",,true,,17882,6,8,0,ISO-8859-1,1,0,7
1381752335521,781,S03 - T04 - Click on Read Book,200,"Number of samples in transaction : 12, number of failing samples : 0",,true,,1287706,7,9,0,ISO-8859-1,1,0,9251
1381752345529,391,S03 - T01 - Launch,200,"Number of samples in transaction : 2, number of failing samples : 0",,true,,99909,7,9,0,ISO-8859-1,1,0,19
1381752344071,472,S01 - T07  Click on create class,200,"Number of samples in transaction : 1, number of failing samples : 0",,true,,1525,1,9,0,ISO-8859-1,1,0,1687
1381752337136,643,S02 - T04 Select class in allocation pop up,200,"Number of samples in transaction : 1, number of failing samples : 0",,true,,3428,1,9,0,ISO-8859-1,1,0,9160
1381752345949,1021,S03 - T02 - Login,200,"Number of samples in transaction : 10, number of failing samples : 0",,true,,15774,7,9,0,ISO-8859-1,1,0,1
